,紧急程度,问题汇总,问题汇总_jieba,jieba,0
96,重要,氮气发生器异响，基本确定为空压机内部膜片磨损严重，需进行更换维护质谱进行Intellistart调谐时，中途会失去通讯，怀疑和软件有关氮气发生器异响，基本确定为空压机内部膜片磨损严重，需进行更换维护,氮气 发生器 异响 基本 确定 空压机 内部 膜片 磨损 严重 需 进行 更换 维护 质谱 进行 Intellistart 调谐 时 中途 会 失去 通讯 怀疑 软件 氮气 发生器 异响 基本 确定 空压机 内部 膜片 磨损 严重 需 进行 更换 维护 ,氮气 发生器 异响 基本 确定 空压机 内部 膜片 磨损 严重 需 进行 更换 维护 质谱 进行 Intellistart 调谐 时 中途 会 失去 通讯 怀疑 软件 氮气 发生器 异响 基本 确定 空压机 内部 膜片 磨损 严重 需 进行 更换 维护 氮气 发生器 . 检查 氮气 发生器 工作 异响 声音 较大 拆出 空压机 发现 一个 空压机 高压 气缸 膜 阀片 已经 磨烂 . 一并 两台 空压机 进行 系统维护 更换 密封圈 膜片 螺丝 更换 两个 水杯 滤膜 一个 烃类 滤膜 一个 进气口 滤膜 . 启动 氮气 发生器 声音 恢复正常 重置 servicetime 3750 小时 质谱 . 进 PEG Engineer 界面 调谐 合适 分辨率 质量数 . 做 Intellistart 发现 无法 顺利 中途 会 提示 失去 通讯 重装 软件 windows 操作系统 均 无法 解决 现象 . Diagnostic 界面 一直 存在 Fuse F10 - Syringe - Blown 报错 怀疑 与此有关 后续 会 继续 上门 检查 主板 相关 硬件 排查 原因 目前 报错 影响 正常 实验 . 上机 发现 TIC 图形 后半段 向下倾斜 响应 之前 升高 确定 昨天 调整 IonEnergy1 - 0.1 优化 液相 流速 梯度 获得 较为 饱满 TIC 面包 图 测试 复溶板 质控 定量 一致性 . 带教 车鑫 维护 氮气 发生器 氮气 发生器 异响 严重 拆开 确实 发现 高压 气缸 内膜 阀片 磨烂 . 两台 空压机 进行 维护 包 相关 耗材 更换 使用 专用工具 更换 烃类 滤膜 水杯 滤膜 （ 此台 机器 烃类 滤膜 非常 紧 ） . 重置 ServiceDueTime 3750h ,0.7224961195666283
97,重要,近两周的实验质控呈现高低不同的状态，且第三板质控都偏高；近期产筛实验HCG质控CV偏大，且基本呈现第三块板会偏高的样子,近 两周 实验 质控 呈现 高低 不同 状态 第三 板 质控 偏高 近期 产筛实验 HCG 质控 CV 偏大 基本 呈现 第三块 板会 偏高 样子 ,近 两周 实验 质控 呈现 高低 不同 状态 第三 板 质控 偏高 近期 产筛实验 HCG 质控 CV 偏大 基本 呈现 第三块 板会 偏高 样子 . 检测 一条 EU EU 计 数值 98 万 CV = 0.4% 属于 正常 . 检测 SM 计 数值 10.5 万 属于 正常 . 加样针 准确度 测试 加样枪 准确度 测试 均 . 清洁 消毒 洗板机 . 后续 进行 一次 实验 情况 依旧 存在 . 第二天 排查 新筛 质控 问题 时 发现 产筛 1235 整板 检测 时 存在 前高后 低 情况 整板 CV 超过 1% . 初步 怀疑 检测模块 坐标 异常 下次 携带 校准 工具 进行 校准 ,0.5715964034931118
98,重要,客户反馈使用至今数据均为备份。之前备份时未成功，速度很慢，需升级到7.5版本备份。并培训客户日常备份。数据备份+年度维护数据备份+年度维护,客户 反馈 使用 数据 均 备份 之前 备份 时未 成功 速度 慢 需 升级 7.5 版本 备份 培训 客户 日常 备份 数据备份 + 年度维护 数据备份 + 年度维护 ,客户 反馈 使用 数据 均 备份 之前 备份 时未 成功 速度 慢 需 升级 7.5 版本 备份 培训 客户 日常 备份 数据备份 + 年度维护 数据备份 + 年度维护 . 数据 第二次 备份 & 备份 步骤 重新 优化 . 显微镜 维护 机械 位置 检查 校准 载物台 高度 检查 . 关键 数据备份 d : Backup \ 201803164 . 明场 校准 100 倍 曝光 时间 达标 更换 灯泡 正常 . 光路 清洁 ,0.5355267107731411
99,重要,自动打孔仪扫码异常，需要工程师校准执行巡检，发现真空泵工作时间间隔只有十五秒1、打孔仪A仪器微孔板条码扫描异常2、产筛1235巡检，发现真空泵工作时间间隔短,自动 打孔 仪扫码 异常 需要 工程师 校准 执行 巡检 发现 真空泵 工作 时间 间隔 十五秒 打孔 仪 A 仪器 微孔 板 条码 扫描 异常 产筛 1235 巡检 发现 真空泵 工作 时间 间隔 短 ,自动 打孔 仪扫码 异常 需要 工程师 校准 执行 巡检 发现 真空泵 工作 时间 间隔 十五秒 打孔 仪 A 仪器 微孔 板 条码 扫描 异常 产筛 1235 巡检 发现 真空泵 工作 时间 间隔 短 P9A 仪器 清洁 扫 码器 镜面 重新 校准 打孔 坐标 重新 校准 条码 扫描 坐标 执行 条码 扫描 测试 重复 测 30 次 正常 打孔 测试 确认 依稀 工作 恢复正常 1235 检查 真空泵 出 气孔 确认 号 真空泵 漏气 清洁 号 真空泵 瓣膜 重新安装 测试 不再 发现 漏气 联机 测试 确认 真空泵 工作 时间 间隔 恢复 分钟 检查 真空泵 出 气孔 确认 号 真空泵 漏气 清洁 号 真空泵 瓣膜 重新安装 测试 不再 发现 漏气 联机 测试 确认 真空泵 工作 时间 间隔 恢复 分钟 ,0.5566572065599301
100,重要,自动打孔仪扫码异常，需要工程师校准打孔仪A仪器微孔板条码扫描异常1、打孔仪A仪器微孔板条码扫描异常2、产筛1235巡检，发现真空泵工作时间间隔短,自动 打孔 仪扫码 异常 需要 工程师 校准 打孔 仪 A 仪器 微孔 板 条码 扫描 异常 打孔 仪 A 仪器 微孔 板 条码 扫描 异常 产筛 1235 巡检 发现 真空泵 工作 时间 间隔 短 ,自动 打孔 仪扫码 异常 需要 工程师 校准 打孔 仪 A 仪器 微孔 板 条码 扫描 异常 打孔 仪 A 仪器 微孔 板 条码 扫描 异常 产筛 1235 巡检 发现 真空泵 工作 时间 间隔 短 P9A 仪器 清洁 扫 码器 镜面 重新 校准 打孔 坐标 重新 校准 条码 扫描 坐标 执行 条码 扫描 测试 重复 测 30 次 正常 打孔 测试 确认 依稀 工作 恢复正常 1235 检查 真空泵 出 气孔 确认 号 真空泵 漏气 清洁 号 真空泵 瓣膜 重新安装 测试 不再 发现 漏气 联机 测试 确认 真空泵 工作 时间 间隔 恢复 分钟 清洁 扫 码器 镜面 重新 校准 打孔 坐标 重新 校准 条码 扫描 坐标 执行 条码 扫描 测试 重复 测 30 次 正常 打孔 测试 确认 依稀 工作 恢复正常 ,0.5324727446161128
101,重要,整板铕标检测结果发现两台仪器均出现A1比H12检测值高5%的情况，需上门排查故障原因；前一周发现整板检测铕标前后孔结果相差较大；前一周发现整板检测铕标前后孔结果相差较大；,整板 铕标 检测 发现 两台 仪器 均 出现 A1 H12 检测值 高 5% 情况 需 上门 排查 故障 原因 前 一周 发现 整板 检测 铕标 孔 相差 较大 前 一周 发现 整板 检测 铕标 孔 相差 较大 ,整板 铕标 检测 发现 两台 仪器 均 出现 A1 H12 检测值 高 5% 情况 需 上门 排查 故障 原因 前 一周 发现 整板 检测 铕标 孔 相差 较大 前 一周 发现 整板 检测 铕标 孔 相差 较大 . 使用 校准 板 校准 重新 检测 整板 铕标 发现 CV 更大 每板 达到 大于 4% CV . 反复 校准 效果 CV 依旧 很大 . 使用 手动 修改 eeprom 里面 坐标 参数 修改 一个 值后 使用 检测模块 检测 . 重复 多次 仪器 达到 一个 目前 能够 达到 状态 CV = 1% 左右 . 监测仪器 内外 温度 温度 均 正常 . 客户 蒋 主任 流程 做 实验 好转 目前 质控 南京 相差 不再 出现 偏高 情况 ,0.621151303332774
102,重要,整板铕标检测结果发现两台仪器均出现A1比H12检测值高5%的情况，需上门排查故障原因；上周发现整板检测铕标时前后相差较大，需要校准上周发现整板检测铕标时前后相差较大，需要校准,整板 铕标 检测 发现 两台 仪器 均 出现 A1 H12 检测值 高 5% 情况 需 上门 排查 故障 原因 上周 发现 整板 检测 铕标 时 相差 较大 需要 校准 上周 发现 整板 检测 铕标 时 相差 较大 需要 校准 ,"整板 铕标 检测 发现 两台 仪器 均 出现 A1 H12 检测值 高 5% 情况 需 上门 排查 故障 原因 上周 发现 整板 检测 铕标 时 相差 较大 需要 校准 上周 发现 整板 检测 铕标 时 相差 较大 需要 校准 . 检测模块 校准 使用 铕标 检测 整板 相差 导致 前面 问题 应该 确定 X , Y 坐标 问题 . 跟进 实验 使用 温度传感器 时时 检测 仪器 室内 温度 均 无太大 变化 . 使用 24 孔 做 相同 标准品 检测 发现 该点 低 对应 洗板机 洗 孔 会 低 怀疑 洗板机 问题 前面 消毒 没用 客户 希望 更换 一个 洗板机 试试 洗板机 问题 订购 新 洗板 头 . 联系 仓库 寄 一个 旧 洗板 头 客户 自行 更换 验证 后续 跟进 确定 是否 更换 洗板 头 ",0.5795918507111413
103,重要,客户反映旧CDS-5废液桶水量减少，怀疑制冷剂不够导致的冷却水减少（约周二上门）旧CDS-5废液桶水量减少1、旧CDS-5废液桶水量减少2、季度维护,客户 反映 旧 CDS - 废液 桶 水量 减少 怀疑 制冷剂 不够 导致 冷却水 减少 （ 约 周二 上门 ） 旧 CDS - 废液 桶 水量 减少 旧 CDS - 废液 桶 水量 减少 季度维护 ,客户 反映 旧 CDS - 废液 桶 水量 减少 怀疑 制冷剂 不够 导致 冷却水 减少 （ 约 周二 上门 ） 旧 CDS - 废液 桶 水量 减少 旧 CDS - 废液 桶 水量 减少 季度维护 冷凝水 管路 堵塞 主要 碎 玻片 挡住 清洁 疏通 应该 水量 减少 主要 原因 旧 仪器 操作 通道 密封 塑胶 损坏 严重 采购 更换 制冷 功能 下降 已约 制冷 师傅 周二 上门 加注 制冷剂 两台 设备 清洁 维护 ,0.4889577086102971
104,重要,XevoTQD的MassLynx提示出现Positiveresolutionfileexpired，准备去Intellistart中设置勾选项时，打开MSConsole出现Framework报错，需重装MassLynx,XevoTQD MassLynx 提示 出现 Positiveresolutionfileexpired 准备 Intellistart 中 设置 勾 选项 时 打开 MSConsole 出现 Framework 报错 需 重装 MassLynx ,XevoTQD MassLynx 提示 出现 Positiveresolutionfileexpired 准备 Intellistart 中 设置 勾 选项 时 打开 MSConsole 出现 Framework 报错 需 重装 MassLynx . 查看 MassLynx 安装时间 17 年 月 装机 时间 WatersPumpControl 安装时间 17 年 11 月 确定 应为 重新 单独 安装 WatersPumpControl1.12 . 1218 导致 上述 问题 出现 . 备份 MassLynx 里 相关 数据 卸载 WatersPumpControl MassLynx 重新安装 . 重置 质谱 电脑 打开 MassLynx 做 相应 配制 正常 打开 MSConsole 软件 恢复正常 . 进 PEG 检查 分辨率 质量数 Engineer 界面 手工 调整 使用 Intellistart 自动调谐 之后 测试 复溶板 响应 大致 1e7 左右 ,0.37574035149263
105,重要,6号位置毛细管头部断掉，吸不到样,号 位置 毛细管 头部 断掉 吸 不到 样 ,号 位置 毛细管 头部 断掉 吸 不到 样 更换 号 位置 毛细管 激活 ,0.41566874522055125
106,重要,1235滤光片报错；1235年度维护；1420维护；P9维护；修改PAPPA靶值；确认120场地滤光片报错,1235 滤光片 报错 1235 年度维护 1420 维护 P9 维护 修改 PAPPA 靶值 确认 120 场地 滤光片 报错 ,1235 滤光片 报错 1235 年度维护 1420 维护 P9 维护 修改 PAPPA 靶值 确认 120 场地 滤光片 报错 1235 滤光片 报错 进入 service 校准 值为 3025 手册 内容 发射 光 滤光片 Home 传感器 位置 调整 校准 3005 实验 不再 报错 1235 年度维护 维护 手册 内容 进行 维护 发现 以下 问题 UPS 没用 断电 废板 两根 皮带 出现 裂痕 号 注射器 泵 电机 转动 阻力 偏大 号 真空泵 损坏 号 加样针 锈迹 严重 号针 已经 报未 探测 液面 错误 （ 建议 更换 ） P9 维护 清洁 润滑 导轨 校准 坐标 位置 打孔 测试 正常 培训 清洁 打孔 头 修改 PAPPA 靶值 pappa 协议 中 靶值 已经 质控 说明书 修改 pappa 质控 值 偏低 查看 multicalc 最近 20 次 质控 一次 跑 偏 19 个值 算出 平均值 靶值 再算出 ± 2SD 值 修改 完 重新 计算 质控 正常 确认 120 场地 安装 确认 单 内容 查看 场地 桌子 尺寸 大小 UPS16A 插头 温湿度 正常 唯一 可能 影响 桌子 可能 特别 稳固 进入 service 校准 值为 3025 手册 内容 发射 光 滤光片 Home 传感器 位置 调整 校准 3005 实验 不再 报错 ,0.6627241020892637
107,重要,今年全省质控结果均值比全省高很多，需要上门检查原因；新批号全省质控17ohp结果偏高新批号全省质控17ohp结果偏高,今年 全省 质控 均值 全省 高 很多 需要 上门 检查 原因 新 批号 全省 质控 17ohp 偏 高新 批号 全省 质控 17ohp 偏高 ,今年 全省 质控 均值 全省 高 很多 需要 上门 检查 原因 新 批号 全省 质控 17ohp 偏 高新 批号 全省 质控 17ohp 偏高 . 查看 近期 实验 数据 前期 刚 启用 累积 靶值 偏高到 高值 93 左右 近期 实验 质控 下降 高值 85 左右 . 定标 液 检测 整板 检测 苏州市 立 现象 不太 严重 整板 CV 1.14% 略有 超标 . 校准 板 校准 重新 检测 检测 CV0.81% 符合 范围 差 万 . 多次 手动 调整 检测 取得 一个 检测 CV0.6% 值 基本 不会 影响 实验 . 仪器 目前 正常 ,0.43556124085682646
108,重要,gsplv吸取气泡,gsplv 吸取 气泡 ,gsplv 吸取 气泡 查看 log 初始 液面 探测 值 偏高 怀疑 液面 问题 清洁 lv 注射器 过滤器 消毒 冲洗 管路 保证 管路 无气泡 建议 客户 同瓶 试剂 隔天 使用 最好 再次 检查 瓶 中 是否 有液 膜 ,0.7142249351538115
109,重要,仪器温度异常上升，影响使用，需上门解决；1，BOBS仪器温度一直上升问题2，吸不到鞘液问题。,仪器 温度 异常 上升 影响 使用 需 上门 解决 BOBS 仪器 温度 一直 上升 问题 吸 不到 鞘液 问题 ,仪器 温度 异常 上升 影响 使用 需 上门 解决 BOBS 仪器 温度 一直 上升 问题 吸 不到 鞘液 问题 还原 当时 环境 发现 仪器 温度 一直 上升 检查 发现 LX200 排热 风扇 被线 卡住 重新 布局 问题解决 一个 问题 检测 不到 微球 检测 发现 PEEK 堵住 酒精 做 多次 消毒 管路 结晶 冲开 问题解决 后续 使用 84 消毒液 建议 一定 过滤 使用 ,0.6238545424443515
110,重要,仪器在扫完一架后异常停止不动，重启后正常，已出现两次，需上门检查；1.扫片过程中架子停留在载物台上面，无法放回架子；2.第一次扫片时挑选出来的核型少1.扫片过程中架子停留在载物台上面，无法放回架子；2.第一次扫片时挑选出来的核型少,仪器 扫 完 一架 异常 停止 不动 重启 正常 出现 两次 需 上门 检查 . 扫片 过程中 架子 停留 载物台 上面 无法 放 回 架子 . 第一次 扫 片时 挑选 核型 少 . 扫片 过程中 架子 停留 载物台 上面 无法 放 回 架子 . 第一次 扫 片时 挑选 核型 少 ,仪器 扫 完 一架 异常 停止 不动 重启 正常 出现 两次 需 上门 检查 . 扫片 过程中 架子 停留 载物台 上面 无法 放 回 架子 . 第一次 扫 片时 挑选 核型 少 . 扫片 过程中 架子 停留 载物台 上面 无法 放 回 架子 . 第一次 扫 片时 挑选 核型 少 . 关机 手动 移动 载物台 异常 . 取下 载物台 手动 移动 时 发现 X 方向 有时候 会 卡住 有点 类似 威海 妇幼 问题 . 拆开 清洁 载物台 电机 螺纹 杆 滑轨 油 润滑 螺纹 杆 移动 正常 . 测试 白色 卡扣 到底 时会 咔 一声 异响 拆开 发现 弹簧 压缩 进去 会 碰到 中心 圆柱 可能 时间 久 稍 变形 弹簧 换 一侧 重新安装 （ 变形 一侧 套 里面 ） 装 卡扣 测试 移动 正常 不再 阻碍 . 重新 校准 坐标 . 跟进 扫描 12 架均 正常 不再 出现 中途 卡住 问题 . 重新 训练 一个 羊水 分类器 之前 挑选 核型 更 . 目前 客户 均 使用 新 分类器 扫描 没有 新 玻片 后续 进行 跟进 ,0.7628669806816548
111,重要,TSH项目荧光低，LV枪吸到气泡，HV取cap误认为是瓶盖，软件升级，客户培训。此流程为厂家上门菏泽妇幼GSP荧光值低&LV枪报错等厂家上门菏泽妇幼GSP荧光值低&LV枪报错等厂家上门,TSH 项目 荧光 低 LV 枪 吸到 气泡 HV 取 cap 误认为 瓶盖 软件 升级 客户 培训 流程 厂家 上门 菏泽 妇幼 GSP 荧光值 低 & LV 枪 报错 厂家 上门 菏泽 妇幼 GSP 荧光值 低 & LV 枪 报错 厂家 上门 ,"TSH 项目 荧光 低 LV 枪 吸到 气泡 HV 取 cap 误认为 瓶盖 软件 升级 客户 培训 流程 厂家 上门 菏泽 妇幼 GSP 荧光值 低 & LV 枪 报错 厂家 上门 菏泽 妇幼 GSP 荧光值 低 & LV 枪 报错 厂家 上门 TSH 荧光值 偏低 问题 处理 : 测里 单元 EU 校准 89W 99w , 光 路 检测 正常 Bulkdispenser 加注 位置 偏左 , 存在 溅出 液滴 情况 , 校准 打孔 钳 3.0 mm 更换 3.2 mn 规格 调试 Testkittests 测试 曲线 分析 正常 , 特别 lvtestcv 需 小于 1.6% , 目前 1.44% 变为 1.03% , ; 目前 各项 实验 均 恢复正常 2.4 月 10 日 发生 LV 吸到 气泡 情况 HV 取 cap 误认为 瓶盖 故障 处理 : LV 试剂枪 位置 检查 , 拆解 密封垫 传感器 枪体 部件 保养 清洁 , 试剂枪 液路 管路 清洁 , 扁平 信号线 重新 紧固 连接 , reagentmodule 参数 重新 校准 气密性 测试 次 3.1 . 4.6 软件 升级 作业 . 上机 测试 16 块板 测试 正常 . 客户 PKU 试剂 置 实验 流程 细节 进一步 交流 培训 ",0.6781710275331172
